tabla,cuadro_origen,pagina_pdf,unidad_fila,tipo_fila_derivado,tipo_proceso,grupo_proceso_norm,tipo_accion_penal,clasificacion_tipo_proceso,contexto_observado,codigo_contexto_propuesto,decision,confianza,evidencia,observaciones,filas_fuente
apelaciones_por_tipo_proceso,5.1.1,154;155;156;157;158;159;160;161;162;163;164,tipo_proceso,detalle,OTROS VOLUNTARIOS,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 154;155;156;157;158;159;160;161;162;163;164; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1,154;155;156;157;158;159;160;161;162;163;164,tipo_proceso,detalle,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 154;155;156;157;158;159;160;161;162;163;164; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1,154;155;156;157;158;159;160;161;162;163;164,tipo_proceso,detalle,RENUNCIA DE HERENCIA,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 154;155;156;157;158;159;160;161;162;163;164; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1,154;155;156;157;158;159;160;161;162;163;164,tipo_proceso,detalle,RESOLUCIÓN DE CONTRATO POR INCUMPLIMIENTO DE PAGO,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 154;155;156;157;158;159;160;161;162;163;164; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1,154;155;156;157;158;159;160;161;162;163;164,tipo_proceso,detalle,SUCESIÓN DE ESTADO,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 154;155;156;157;158;159;160;161;162;163;164; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1,163,tipo_proceso,total,TOTAL COBIJA,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 163; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,157,tipo_proceso,total,TOTAL COCHABAMBA,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 157; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,156,tipo_proceso,total,TOTAL EL ALTO,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 156; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,155,tipo_proceso,total,TOTAL LA PAZ,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 155; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,164,tipo_proceso,total,TOTAL NACIONAL,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 164; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,158,tipo_proceso,total,TOTAL ORURO,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 158; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,159,tipo_proceso,total,TOTAL POTOSÍ,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 159; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,161,tipo_proceso,total,TOTAL SANTA CRUZ,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 161; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,154,tipo_proceso,total,TOTAL SUCRE,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 154; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,160,tipo_proceso,total,TOTAL TARIJA,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 160; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,162,tipo_proceso,total,TOTAL TRINIDAD,,,total,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 162; Rótulo TOTAL marcado por la estructura de la fila.",No es una categoría de proceso.,1
apelaciones_por_tipo_proceso,5.1.1,154;155;156;157;158;159;160;161;162;163;164,tipo_proceso,detalle,TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER DEVOLUTIVO,recursos_de_apelacion_con_caracter_devolutivo|no_aplica,confirmado,alta,"Cuadro 5.1.1, p. 154;155;156;157;158;159;160;161;162;163;164; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,ACCIONES CONSTITUCIONALES,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,ACEPTACIÓN DE HERENCIA CON BENEFICIO DE INVENTARIO,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,"APERTURA, COMPROBACIÓN Y PUBLICACIÓN DE TESTAMENTO",,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,CESE DE LA COPROPIEDAD,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,153,tipo_proceso,detalle,CONCURSALES LES,,,fragmento,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,requiere_contexto,alta,"Cuadro 5.1.1.3, p. 153; El rótulo mezcla o corta el texto de una fila con su encabezado/grupo en la capa PDF.",Equivalencia candidata no aplicada: CONCURSALES.,1
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;149;150,tipo_proceso,detalle,CONCURSALES O,,,fragmento,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,requiere_contexto,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;149;150; El rótulo mezcla o corta el texto de una fila con su encabezado/grupo en la capa PDF.",Equivalencia candidata no aplicada: CONCURSALES.,7
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,DESALOJO DE VIVIENDA,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,DESALOJO EN REGIMEN DE LIBRE CONTRATACIÓN,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,DESAPARICIÓN Y PRESUNCIÓN DE MUERTE,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,EJECUTIVO,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,ENTREGA DE LA HERENCIA,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,ENTREGA DEL BIEN O CUMPLIMIENTO DE DAR,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,"INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE PARTIDAS EN EL REGISTRO DE DERECHOS REALES, ASI COMO EN OTROS REGISTROS PÚBLICOS",,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,INTERDICTOS,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,MENSURA Y DESLINDE,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,148;151;152,tipo_proceso,detalle,O CONCURSALES,,,fragmento,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,requiere_contexto,alta,"Cuadro 5.1.1.3, p. 148;151;152; El rótulo mezcla o corta el texto de una fila con su encabezado/grupo en la capa PDF.",Equivalencia candidata no aplicada: CONCURSALES.,3
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152,tipo_proceso,detalle,O ORDINARIO,,,fragmento,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,requiere_contexto,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152; El rótulo mezcla o corta el texto de una fila con su encabezado/grupo en la capa PDF.",Equivalencia candidata no aplicada: ORDINARIO.,10
apelaciones_por_tipo_proceso,5.1.1.3,143;144;145;146;147;148;149;150;151;152;153,tipo_proceso,detalle,OFERTA DE PAGO Y CONSIGNACIÓN,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 143;144;145;146;147;148;149;150;151;152;153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,11
apelaciones_por_tipo_proceso,5.1.1.3,153,tipo_proceso,detalle,ORDINARIO,,,proceso_valido,RECURSOS DE APELACIÓN CON CARÁCTER SUSPENSIVO,recursos_de_apelacion_con_caracter_suspensivo|no_aplica,confirmado,alta,"Cuadro 5.1.1.3, p. 153; Rótulo de detalle legible, consistente dentro del mismo cuadro y posición estructural.",No se propuso homologación automática.,1
